test_case,seed,model,angle_deg,target_cos,hit_rank,hit_name,hit_sim,hit_is_target
egg + pungent,egg,core,30,0.866025,5,mayonnaise,0.545800,False
egg + pungent,egg,core,60,0.500000,1,cheese,0.473000,True
egg + pungent,egg,core,60,0.500000,2,mayonnaise,0.455000,False
egg + pungent,egg,core,60,0.500000,3,black_olive,0.440100,True
egg + pungent,egg,core,60,0.500000,4,pesto,0.435100,False
egg + pungent,egg,core,60,0.500000,5,bread,0.425900,True
egg + pungent,egg,chem,0,1.000000,1,baking_powder,0.617200,False
egg + pungent,egg,chem,0,1.000000,2,brown_sugar,0.441400,False
egg + pungent,egg,chem,0,1.000000,3,vegetable_oil,0.417500,False
egg + pungent,egg,chem,0,1.000000,4,graham_flour,0.407900,False
egg + pungent,egg,chem,0,1.000000,5,club_soda,0.381500,False
egg + pungent,egg,chem,30,0.866025,1,baking_powder,0.487900,False
egg + pungent,egg,chem,30,0.866025,2,dough,0.372400,False
egg + pungent,egg,chem,30,0.866025,3,meat_floss,0.357600,False
egg + pungent,egg,chem,30,0.866025,4,cheese,0.350900,True
egg + pungent,egg,chem,30,0.866025,5,brown_sugar,0.337200,False
egg + pungent,egg,chem,60,0.500000,1,cheese,0.346300,True
egg + pungent,egg,chem,60,0.500000,2,taro,0.310000,True
egg + pungent,egg,chem,60,0.500000,3,meat_floss,0.294600,False
egg + pungent,egg,chem,60,0.500000,4,pesto,0.287300,False
egg + pungent,egg,chem,60,0.500000,5,black_olive,0.286800,True
chicken + pungent,chicken,cooc,0,1.000000,1,garlic,0.393400,False
chicken + pungent,chicken,cooc,0,1.000000,2,onion,0.366200,False
chicken + pungent,chicken,cooc,0,1.000000,3,black_pepper,0.358100,False
chicken + pungent,chicken,cooc,0,1.000000,4,turkey,0.348000,True
chicken + pungent,chicken,cooc,0,1.000000,5,carrot,0.342500,False
chicken + pungent,chicken,cooc,30,0.866025,1,turkey,0.344400,True
chicken + pungent,chicken,cooc,30,0.866025,2,chicken_broth,0.341200,False
chicken + pungent,chicken,cooc,30,0.866025,3,garlic,0.335300,False
chicken + pungent,chicken,cooc,30,0.866025,4,black_pepper,0.323300,False
chicken + pungent,chicken,cooc,30,0.866025,5,onion,0.303700,False
chicken + pungent,chicken,cooc,60,0.500000,1,caesar_dressing,0.290400,False
chicken + pungent,chicken,cooc,60,0.500000,2,provolone_cheese,0.280300,True
chicken + pungent,chicken,cooc,60,0.500000,3,chicken_broth,0.255500,False
chicken + pungent,chicken,cooc,60,0.500000,4,alfalfa_sprout,0.250300,False
chicken + pungent,chicken,cooc,60,0.500000,5,turkey,0.248500,True
chicken + pungent,chicken,core,0,1.000000,1,pork,0.580800,False
chicken + pungent,chicken,core,0,1.000000,2,beef,0.571200,False
chicken + pungent,chicken,core,0,1.000000,3,chicken_broth,0.549900,False
chicken + pungent,chicken,core,0,1.000000,4,peanut,0.523300,True
chicken + pungent,chicken,core,0,1.000000,5,cream_of_chicken_soup,0.521700,False
chicken + pungent,chicken,core,30,0.866025,1,cheddar_cheese,0.553700,True
chicken + pungent,chicken,core,30,0.866025,2,alfredo_sauce,0.551500,False
chicken + pungent,chicken,core,30,0.866025,3,fajita_seasoning,0.533000,False
chicken + pungent,chicken,core,30,0.866025,4,chicken_broth,0.524500,False
chicken + pungent,chicken,core,30,0.866025,5,red_onion,0.517600,False
chicken + pungent,chicken,core,60,0.500000,1,mozzarella_cheese,0.459400,True
chicken + pungent,chicken,core,60,0.500000,2,alfredo_sauce,0.459000,False
chicken + pungent,chicken,core,60,0.500000,3,pesto,0.425300,False
chicken + pungent,chicken,core,60,0.500000,4,pasta,0.424600,False
chicken + pungent,chicken,core,60,0.500000,5,ranch_dressing,0.421800,False
chicken + pungent,chicken,chem,0,1.000000,1,beef,0.405100,False
chicken + pungent,chicken,chem,0,1.000000,2,pork,0.339700,False
chicken + pungent,chicken,chem,0,1.000000,3,cream_of_chicken_soup,0.310700,False
chicken + pungent,chicken,chem,0,1.000000,4,buffalo_wing_sauce,0.288200,False
chicken + pungent,chicken,chem,0,1.000000,5,peanut,0.282100,True
chicken + pungent,chicken,chem,30,0.866025,1,beef,0.335600,False
chicken + pungent,chicken,chem,30,0.866025,2,buffalo_wing_sauce,0.326500,False
chicken + pungent,chicken,chem,30,0.866025,3,cream_of_chicken_soup,0.324400,False
chicken + pungent,chicken,chem,30,0.866025,4,cheddar_cheese,0.307000,True
chicken + pungent,chicken,chem,30,0.866025,5,pork,0.306900,False
chicken + pungent,chicken,chem,60,0.500000,1,cheese,0.311800,True
chicken + pungent,chicken,chem,60,0.500000,2,pasta,0.304200,False
chicken + pungent,chicken,chem,60,0.500000,3,ranch_dressing,0.293100,False
chicken + pungent,chicken,chem,60,0.500000,4,abalone,0.281200,True
chicken + pungent,chicken,chem,60,0.500000,5,buffalo_wing_sauce,0.277400,False
rice + floral,rice,cooc,0,1.000000,1,carrot,0.335000,True
rice + floral,rice,cooc,0,1.000000,2,okra,0.331600,False
rice + floral,rice,cooc,0,1.000000,3,vegetable_oil,0.325700,False
rice + floral,rice,cooc,0,1.000000,4,pea,0.311700,True
rice + floral,rice,cooc,0,1.000000,5,dashi,0.307500,False
rice + floral,rice,cooc,30,0.866025,1,water,0.295100,False
rice + floral,rice,cooc,30,0.866025,2,fruit,0.293300,True
rice + floral,rice,cooc,30,0.866025,3,tapioca,0.285800,False
rice + floral,rice,cooc,30,0.866025,4,lychee,0.275400,True
rice + floral,rice,cooc,30,0.866025,5,honeydew_melon,0.275000,True
rice + floral,rice,cooc,60,0.500000,1,elderflower,0.359600,True
rice + floral,rice,cooc,60,0.500000,2,fruit,0.346500,True
rice + floral,rice,cooc,60,0.500000,3,lychee,0.340800,True
rice + floral,rice,cooc,60,0.500000,4,orange_liqueur,0.339500,True
rice + floral,rice,cooc,60,0.500000,5,honeydew_melon,0.331800,True
rice + floral,rice,core,0,1.000000,1,shiitake_mushroom,0.595900,True
rice + floral,rice,core,0,1.000000,2,nori,0.594300,True
rice + floral,rice,core,0,1.000000,3,bok_choy,0.583900,False
rice + floral,rice,core,0,1.000000,4,sesame_seed,0.571800,False
rice + floral,rice,core,0,1.000000,5,pea,0.571300,True
rice + floral,rice,core,30,0.866025,1,red_date,0.507600,True
rice + floral,rice,core,30,0.866025,2,lychee,0.503400,True
rice + floral,rice,core,30,0.866025,3,tea,0.497700,True
rice + floral,rice,core,30,0.866025,4,chinese_yam,0.490900,True
rice + floral,rice,core,30,0.866025,5,shiitake_mushroom,0.488600,True
rice + floral,rice,core,60,0.500000,1,sparkling_wine,0.506500,True
rice + floral,rice,core,60,0.500000,2,tea,0.474700,True
rice + floral,rice,core,60,0.500000,3,loganberry,0.471000,True
rice + floral,rice,core,60,0.500000,4,lychee,0.464500,True
rice + floral,rice,core,60,0.500000,5,ginger_ale,0.444300,False
rice + floral,rice,chem,0,1.000000,1,caviar,0.310000,True
rice + floral,rice,chem,0,1.000000,2,nori,0.300600,True
rice + floral,rice,chem,0,1.000000,3,wheat,0.296900,True
rice + floral,rice,chem,0,1.000000,4,millet,0.296600,False
rice + floral,rice,chem,0,1.000000,5,puzi_leaf,0.291900,False
rice + floral,rice,chem,30,0.866025,1,red_date,0.317200,True
rice + floral,rice,chem,30,0.866025,2,wheat,0.313000,True
rice + floral,rice,chem,30,0.866025,3,millet,0.308000,False
rice + floral,rice,chem,30,0.866025,4,nori,0.301200,True
rice + floral,rice,chem,30,0.866025,5,chinese_yam,0.293400,True
rice + floral,rice,chem,60,0.500000,1,red_date,0.319300,True
rice + floral,rice,chem,60,0.500000,2,ginger_liqueur,0.309500,True
rice + floral,rice,chem,60,0.500000,3,champagne,0.297000,True
rice + floral,rice,chem,60,0.500000,4,grapefruit,0.284400,True
rice + floral,rice,chem,60,0.500000,5,chinese_yam,0.273000,True
lamb + floral,lamb,cooc,0,1.000000,1,fennel,0.299300,False
lamb + floral,lamb,cooc,0,1.000000,2,salmon,0.295400,False
lamb + floral,lamb,cooc,0,1.000000,3,duck,0.294300,False
lamb + floral,lamb,cooc,0,1.000000,4,zucchini,0.291200,False
lamb + floral,lamb,cooc,0,1.000000,5,coriander,0.278900,True
lamb + floral,lamb,cooc,30,0.866025,1,black_currant,0.325300,True
lamb + floral,lamb,cooc,30,0.866025,2,fig,0.314100,True
lamb + floral,lamb,cooc,30,0.866025,3,tea,0.308300,True
lamb + floral,lamb,cooc,30,0.866025,4,apricot_brandy,0.298200,True
lamb + floral,lamb,cooc,30,0.866025,5,mint,0.296200,True
lamb + floral,lamb,cooc,60,0.500000,1,peach,0.365200,True
lamb + floral,lamb,cooc,60,0.500000,2,grenadine,0.364600,False
lamb + floral,lamb,cooc,60,0.500000,3,orange_liqueur,0.354100,True
lamb + floral,lamb,cooc,60,0.500000,4,apricot_brandy,0.354000,True
lamb + floral,lamb,cooc,60,0.500000,5,bitters,0.348500,False
lamb + floral,lamb,core,0,1.000000,1,fennel_seed,0.529600,False
lamb + floral,lamb,core,0,1.000000,2,olive_oil,0.522000,False
lamb + floral,lamb,core,0,1.000000,3,red_onion,0.520700,False
lamb + floral,lamb,core,0,1.000000,4,ras_el_hanout,0.514400,False
lamb + floral,lamb,core,0,1.000000,5,sumac,0.505900,False
lamb + floral,lamb,core,30,0.866025,1,orange,0.433600,True
lamb + floral,lamb,core,30,0.866025,2,red_date,0.431200,True
lamb + floral,lamb,core,30,0.866025,3,grenadine,0.423800,False
lamb + floral,lamb,core,30,0.866025,4,mint,0.413900,True
lamb + floral,lamb,core,30,0.866025,5,coriander,0.411500,True
lamb + floral,lamb,core,60,0.500000,1,grenadine,0.447800,False
lamb + floral,lamb,core,60,0.500000,2,orange,0.447500,True
lamb + floral,lamb,core,60,0.500000,3,sparkling_wine,0.447200,True
lamb + floral,lamb,core,60,0.500000,4,loganberry,0.444700,True
lamb + floral,lamb,core,60,0.500000,5,ginger_ale,0.433900,False
lamb + floral,lamb,chem,0,1.000000,1,peanut_oil,0.325200,False
lamb + floral,lamb,chem,0,1.000000,2,goat_cheese,0.286800,False
lamb + floral,lamb,chem,0,1.000000,3,coriander,0.279000,True
lamb + floral,lamb,chem,0,1.000000,4,chu_hou_paste,0.260700,False
lamb + floral,lamb,chem,0,1.000000,5,fermented_chive_flower_paste,0.260000,False
lamb + floral,lamb,chem,30,0.866025,1,peanut_oil,0.285000,False
lamb + floral,lamb,chem,30,0.866025,2,wood_ear_mushroom,0.266700,True
lamb + floral,lamb,chem,30,0.866025,3,coriander,0.265900,True
lamb + floral,lamb,chem,30,0.866025,4,lemon,0.255900,True
lamb + floral,lamb,chem,30,0.866025,5,champagne,0.253400,True
lamb + floral,lamb,chem,60,0.500000,1,champagne,0.316900,True
lamb + floral,lamb,chem,60,0.500000,2,triple_sec,0.299100,False
lamb + floral,lamb,chem,60,0.500000,3,red_date,0.280000,True
lamb + floral,lamb,chem,60,0.500000,4,apricot_brandy,0.279200,True
lamb + floral,lamb,chem,60,0.500000,5,grenadine,0.279000,False
cream + floral,cream,cooc,0,1.000000,1,butter,0.462300,True
cream + floral,cream,cooc,0,1.000000,2,egg_yolk,0.403100,False
cream + floral,cream,cooc,0,1.000000,3,gelatin,0.386000,False
cream + floral,cream,cooc,0,1.000000,4,ice_cream,0.374700,False
cream + floral,cream,cooc,0,1.000000,5,brandy,0.374100,True
cream + floral,cream,cooc,30,0.866025,1,gelatin,0.456600,False
cream + floral,cream,cooc,30,0.866025,2,ice_cream,0.424800,False
cream + floral,cream,cooc,30,0.866025,3,brandy,0.416100,True
cream + floral,cream,cooc,30,0.866025,4,strawberry,0.409100,False
cream + floral,cream,cooc,30,0.866025,5,cranberry,0.397500,True
cream + floral,cream,cooc,60,0.500000,1,peach,0.417900,True
cream + floral,cream,cooc,60,0.500000,2,gelatin,0.404900,False
cream + floral,cream,cooc,60,0.500000,3,triple_sec,0.390200,False
cream + floral,cream,cooc,60,0.500000,4,raspberry,0.382400,True
cream + floral,cream,cooc,60,0.500000,5,maraschino_cherry,0.374300,True
cream + floral,cream,core,0,1.000000,1,gelatin,0.778100,False
cream + floral,cream,core,0,1.000000,2,chocolate,0.732200,False
cream + floral,cream,core,0,1.000000,3,sugar,0.709700,False
cream + floral,cream,core,0,1.000000,4,cocoa_powder,0.702400,False
cream + floral,cream,core,0,1.000000,5,ice_cream,0.692700,False
cream + floral,cream,core,30,0.866025,1,gelatin,0.702300,False
cream + floral,cream,core,30,0.866025,2,ice_cream,0.624000,False
cream + floral,cream,core,30,0.866025,3,white_chocolate,0.622300,False
cream + floral,cream,core,30,0.866025,4,egg_yolk,0.621100,False
cream + floral,cream,core,30,0.866025,5,liqueur,0.620500,False
cream + floral,cream,core,60,0.500000,1,liqueur,0.541300,False
cream + floral,cream,core,60,0.500000,2,grenadine,0.487800,False
cream + floral,cream,core,60,0.500000,3,raspberry,0.474700,True
cream + floral,cream,core,60,0.500000,4,maraschino_cherry,0.453300,True
cream + floral,cream,core,60,0.500000,5,white_chocolate,0.451600,False
cream + floral,cream,chem,0,1.000000,1,gelatin,0.683000,False
cream + floral,cream,chem,0,1.000000,2,chocolate,0.651100,False
cream + floral,cream,chem,0,1.000000,3,meringue,0.628000,False
cream + floral,cream,chem,0,1.000000,4,ice_cream,0.620800,False
cream + floral,cream,chem,0,1.000000,5,cocoa_powder,0.578600,False
cream + floral,cream,chem,30,0.866025,1,gelatin,0.623800,False
cream + floral,cream,chem,30,0.866025,2,meringue,0.582300,False
cream + floral,cream,chem,30,0.866025,3,ice_cream,0.579800,False
cream + floral,cream,chem,30,0.866025,4,chocolate,0.550400,False
cream + floral,cream,chem,30,0.866025,5,pudding,0.514000,False
cream + floral,cream,chem,60,0.500000,1,gelatin,0.397400,False
cream + floral,cream,chem,60,0.500000,2,ice_cream,0.383400,False
cream + floral,cream,chem,60,0.500000,3,meringue,0.380600,False
cream + floral,cream,chem,60,0.500000,4,syrup,0.377500,False
cream + floral,cream,chem,60,0.500000,5,vodka,0.375500,False
pasta + earthy,pasta,cooc,0,1.000000,1,parmesan_cheese,0.388600,True
pasta + earthy,pasta,cooc,0,1.000000,2,parsley,0.345200,False
pasta + earthy,pasta,cooc,0,1.000000,3,oregano,0.339900,False
pasta + earthy,pasta,cooc,0,1.000000,4,bread,0.334500,False
pasta + earthy,pasta,cooc,0,1.000000,5,mustard,0.320300,False
pasta + earthy,pasta,cooc,30,0.866025,1,parmesan_cheese,0.408500,True
pasta + earthy,pasta,cooc,30,0.866025,2,capicola,0.344300,False
pasta + earthy,pasta,cooc,30,0.866025,3,oregano,0.340800,False
pasta + earthy,pasta,cooc,30,0.866025,4,pepperoni,0.322200,False
pasta + earthy,pasta,cooc,30,0.866025,5,pizza_crust,0.321800,False
pasta + earthy,pasta,cooc,60,0.500000,1,provolone_cheese,0.368000,True
pasta + earthy,pasta,cooc,60,0.500000,2,capicola,0.322400,False
pasta + earthy,pasta,cooc,60,0.500000,3,pepperoni,0.311100,False
pasta + earthy,pasta,cooc,60,0.500000,4,pasta_sauce,0.296200,False
pasta + earthy,pasta,cooc,60,0.500000,5,ranch_dressing,0.284400,False
pasta + earthy,pasta,core,0,1.000000,1,zucchini,0.733600,False
pasta + earthy,pasta,core,0,1.000000,2,olive_oil,0.728800,False
pasta + earthy,pasta,core,0,1.000000,3,artichoke,0.708600,False
pasta + earthy,pasta,core,0,1.000000,4,caper,0.699300,False
pasta + earthy,pasta,core,0,1.000000,5,italian_seasoning,0.696400,False
pasta + earthy,pasta,core,30,0.866025,1,parmesan_cheese,0.704200,True
pasta + earthy,pasta,core,30,0.866025,2,italian_seasoning,0.692000,False
pasta + earthy,pasta,core,30,0.866025,3,marinara_sauce,0.687000,False
pasta + earthy,pasta,core,30,0.866025,4,pesto,0.678200,False
pasta + earthy,pasta,core,30,0.866025,5,pepperoni,0.667200,False
pasta + earthy,pasta,core,60,0.500000,1,parmesan_cheese,0.560000,True
pasta + earthy,pasta,core,60,0.500000,2,pepperoni,0.524500,False
pasta + earthy,pasta,core,60,0.500000,3,marinara_sauce,0.524200,False
pasta + earthy,pasta,core,60,0.500000,4,alfredo_sauce,0.516600,False
pasta + earthy,pasta,core,60,0.500000,5,pesto,0.507700,False
pasta + earthy,pasta,chem,0,1.000000,1,caper,0.555400,False
pasta + earthy,pasta,chem,0,1.000000,2,artichoke,0.552700,False
pasta + earthy,pasta,chem,0,1.000000,3,zucchini,0.538400,False
pasta + earthy,pasta,chem,0,1.000000,4,bread,0.465800,False
pasta + earthy,pasta,chem,0,1.000000,5,broccoli,0.440900,False
pasta + earthy,pasta,chem,30,0.866025,1,mozzarella_cheese,0.547800,True
pasta + earthy,pasta,chem,30,0.866025,2,bread,0.411200,False
pasta + earthy,pasta,chem,30,0.866025,3,artichoke,0.410600,False
pasta + earthy,pasta,chem,30,0.866025,4,caper,0.392200,False
pasta + earthy,pasta,chem,30,0.866025,5,zucchini,0.387100,False
pasta + earthy,pasta,chem,60,0.500000,1,mozzarella_cheese,0.534600,True
pasta + earthy,pasta,chem,60,0.500000,2,alfredo_sauce,0.355100,False
pasta + earthy,pasta,chem,60,0.500000,3,pizza_crust,0.343500,False
pasta + earthy,pasta,chem,60,0.500000,4,pesto,0.338300,False
pasta + earthy,pasta,chem,60,0.500000,5,prosciutto,0.335000,False
chicken + earthy,chicken,cooc,0,1.000000,1,garlic,0.393400,False
chicken + earthy,chicken,cooc,0,1.000000,2,onion,0.366200,False
chicken + earthy,chicken,cooc,0,1.000000,3,black_pepper,0.358100,False
chicken + earthy,chicken,cooc,0,1.000000,4,turkey,0.348000,True
chicken + earthy,chicken,cooc,0,1.000000,5,carrot,0.342500,False
chicken + earthy,chicken,cooc,30,0.866025,1,onion,0.382100,False
chicken + earthy,chicken,cooc,30,0.866025,2,turkey,0.379600,True
chicken + earthy,chicken,cooc,30,0.866025,3,swiss_cheese,0.363700,True
chicken + earthy,chicken,cooc,30,0.866025,4,black_pepper,0.355100,False
chicken + earthy,chicken,cooc,30,0.866025,5,beef,0.346900,True
chicken + earthy,chicken,cooc,60,0.500000,1,swiss_cheese,0.372500,True
chicken + earthy,chicken,cooc,60,0.500000,2,turkey,0.309600,True
chicken + earthy,chicken,cooc,60,0.500000,3,ranch_dressing,0.303600,False
chicken + earthy,chicken,cooc,60,0.500000,4,onion,0.295600,False
chicken + earthy,chicken,cooc,60,0.500000,5,taco_sauce,0.287900,False
chicken + earthy,chicken,core,0,1.000000,1,pork,0.580800,True
chicken + earthy,chicken,core,0,1.000000,2,beef,0.571200,True
chicken + earthy,chicken,core,0,1.000000,3,chicken_broth,0.549900,False
chicken + earthy,chicken,core,0,1.000000,4,peanut,0.523300,True
chicken + earthy,chicken,core,0,1.000000,5,cream_of_chicken_soup,0.521700,False
chicken + earthy,chicken,core,30,0.866025,1,cheddar_cheese,0.532400,True
chicken + earthy,chicken,core,30,0.866025,2,beef,0.507700,True
chicken + earthy,chicken,core,30,0.866025,3,alfredo_sauce,0.502700,False
chicken + earthy,chicken,core,30,0.866025,4,cream_of_chicken_soup,0.489200,False
chicken + earthy,chicken,core,30,0.866025,5,fajita_seasoning,0.470100,False
chicken + earthy,chicken,core,60,0.500000,1,cheddar_cheese,0.409300,True
chicken + earthy,chicken,core,60,0.500000,2,alfredo_sauce,0.374600,False
chicken + earthy,chicken,core,60,0.500000,3,crescent_roll,0.335000,False
chicken + earthy,chicken,core,60,0.500000,4,ranch_dressing,0.331200,False
chicken + earthy,chicken,core,60,0.500000,5,cream_of_chicken_soup,0.325700,False
chicken + earthy,chicken,chem,0,1.000000,1,beef,0.405100,True
chicken + earthy,chicken,chem,0,1.000000,2,pork,0.339700,True
chicken + earthy,chicken,chem,0,1.000000,3,cream_of_chicken_soup,0.310700,False
chicken + earthy,chicken,chem,0,1.000000,4,buffalo_wing_sauce,0.288200,False
chicken + earthy,chicken,chem,0,1.000000,5,peanut,0.282100,True
chicken + earthy,chicken,chem,30,0.866025,1,beef,0.359100,True
chicken + earthy,chicken,chem,30,0.866025,2,cream_of_chicken_soup,0.318600,False
chicken + earthy,chicken,chem,30,0.866025,3,cheddar_cheese,0.316800,True
chicken + earthy,chicken,chem,30,0.866025,4,buffalo_wing_sauce,0.300600,False
chicken + earthy,chicken,chem,30,0.866025,5,pork,0.284400,True
chicken + earthy,chicken,chem,60,0.500000,1,cheese,0.311000,True
chicken + earthy,chicken,chem,60,0.500000,2,alfredo_sauce,0.247400,False
chicken + earthy,chicken,chem,60,0.500000,3,cream_of_chicken_soup,0.241100,False
chicken + earthy,chicken,chem,60,0.500000,4,buffalo_wing_sauce,0.232500,False
chicken + earthy,chicken,chem,60,0.500000,5,taco_seasoning,0.220700,False
cream + earthy,cream,cooc,0,1.000000,1,butter,0.462300,False
cream + earthy,cream,cooc,0,1.000000,2,egg_yolk,0.403100,False
cream + earthy,cream,cooc,0,1.000000,3,gelatin,0.386000,False
cream + earthy,cream,cooc,0,1.000000,4,ice_cream,0.374700,False
cream + earthy,cream,cooc,0,1.000000,5,brandy,0.374100,False
cream + earthy,cream,cooc,30,0.866025,1,butter,0.439200,False
cream + earthy,cream,cooc,30,0.866025,2,egg_yolk,0.349500,False
cream + earthy,cream,cooc,30,0.866025,3,mascarpone_cheese,0.349200,True
cream + earthy,cream,cooc,30,0.866025,4,milk,0.340000,True
cream + earthy,cream,cooc,30,0.866025,5,brandy,0.323200,False
cream + earthy,cream,cooc,60,0.500000,1,mozzarella_cheese,0.324200,True
cream + earthy,cream,cooc,60,0.500000,2,butter,0.298400,False
cream + earthy,cream,cooc,60,0.500000,3,alfredo_sauce,0.286100,False
cream + earthy,cream,cooc,60,0.500000,4,pepperoni,0.279300,False
cream + earthy,cream,cooc,60,0.500000,5,ranch_dressing,0.273600,False
cream + earthy,cream,core,0,1.000000,1,gelatin,0.778100,False
cream + earthy,cream,core,0,1.000000,2,chocolate,0.732200,False
cream + earthy,cream,core,0,1.000000,3,sugar,0.709700,False
cream + earthy,cream,core,0,1.000000,4,cocoa_powder,0.702400,False
cream + earthy,cream,core,0,1.000000,5,ice_cream,0.692700,False
cream + earthy,cream,core,30,0.866025,1,gelatin,0.628700,False
cream + earthy,cream,core,30,0.866025,2,pastry,0.582400,False
cream + earthy,cream,core,30,0.866025,3,chocolate,0.581600,False
cream + earthy,cream,core,30,0.866025,4,ice_cream,0.575200,False
cream + earthy,cream,core,30,0.866025,5,sugar,0.552900,False
cream + earthy,cream,core,60,0.500000,1,pastry,0.359900,False
cream + earthy,cream,core,60,0.500000,2,madeira_wine,0.351100,False
cream + earthy,cream,core,60,0.500000,3,ravioli,0.333900,False
cream + earthy,cream,core,60,0.500000,4,fontina_cheese,0.333800,True
cream + earthy,cream,core,60,0.500000,5,pepperoni,0.318900,False
cream + earthy,cream,chem,0,1.000000,1,gelatin,0.683000,False
cream + earthy,cream,chem,0,1.000000,2,chocolate,0.651100,False
cream + earthy,cream,chem,0,1.000000,3,meringue,0.628000,False
cream + earthy,cream,chem,0,1.000000,4,ice_cream,0.620800,False
cream + earthy,cream,chem,0,1.000000,5,cocoa_powder,0.578600,False
cream + earthy,cream,chem,30,0.866025,1,gelatin,0.567100,False
cream + earthy,cream,chem,30,0.866025,2,chocolate,0.556300,False
cream + earthy,cream,chem,30,0.866025,3,ice_cream,0.528900,False
cream + earthy,cream,chem,30,0.866025,4,meringue,0.513100,False
cream + earthy,cream,chem,30,0.866025,5,toffee,0.464600,False
cream + earthy,cream,chem,60,0.500000,1,cream_cheese,0.353200,True
cream + earthy,cream,chem,60,0.500000,2,chocolate,0.312300,False
cream + earthy,cream,chem,60,0.500000,3,gelatin,0.299100,False
cream + earthy,cream,chem,60,0.500000,4,ice_cream,0.295300,False
cream + earthy,cream,chem,60,0.500000,5,rum,0.272900,True
chicken + nutty,chicken,cooc,0,1.000000,1,garlic,0.393400,False
chicken + nutty,chicken,cooc,0,1.000000,2,onion,0.366200,False
chicken + nutty,chicken,cooc,0,1.000000,3,black_pepper,0.358100,False
chicken + nutty,chicken,cooc,0,1.000000,4,turkey,0.348000,True
chicken + nutty,chicken,cooc,0,1.000000,5,carrot,0.342500,False
chicken + nutty,chicken,cooc,30,0.866025,1,carrot,0.366000,False
chicken + nutty,chicken,cooc,30,0.866025,2,napa_cabbage,0.364300,False
chicken + nutty,chicken,cooc,30,0.866025,3,water_chestnut,0.363600,True
chicken + nutty,chicken,cooc,30,0.866025,4,dried_shrimp,0.345000,True
chicken + nutty,chicken,cooc,30,0.866025,5,sesame_oil,0.345000,True
chicken + nutty,chicken,cooc,60,0.500000,1,dried_shrimp,0.416500,True
chicken + nutty,chicken,cooc,60,0.500000,2,shiitake_mushroom,0.386200,True
chicken + nutty,chicken,cooc,60,0.500000,3,napa_cabbage,0.379700,False
chicken + nutty,chicken,cooc,60,0.500000,4,kelp,0.371200,True
chicken + nutty,chicken,cooc,60,0.500000,5,jinhua_ham,0.367500,False
chicken + nutty,chicken,core,0,1.000000,1,pork,0.580800,True
chicken + nutty,chicken,core,0,1.000000,2,beef,0.571200,True
chicken + nutty,chicken,core,0,1.000000,3,chicken_broth,0.549900,False
chicken + nutty,chicken,core,0,1.000000,4,peanut,0.523300,True
chicken + nutty,chicken,core,0,1.000000,5,cream_of_chicken_soup,0.521700,False
chicken + nutty,chicken,core,30,0.866025,1,peanut,0.599400,True
chicken + nutty,chicken,core,30,0.866025,2,bamboo_shoot,0.594700,True
chicken + nutty,chicken,core,30,0.866025,3,wood_ear_mushroom,0.589200,True
chicken + nutty,chicken,core,30,0.866025,4,pork,0.584500,True
chicken + nutty,chicken,core,30,0.866025,5,water_chestnut,0.581200,True
chicken + nutty,chicken,core,60,0.500000,1,mung_bean,0.557600,True
chicken + nutty,chicken,core,60,0.500000,2,wood_ear_mushroom,0.555100,True
chicken + nutty,chicken,core,60,0.500000,3,red_date,0.554900,True
chicken + nutty,chicken,core,60,0.500000,4,chinese_yam,0.547100,True
chicken + nutty,chicken,core,60,0.500000,5,taro,0.545600,True
chicken + nutty,chicken,chem,0,1.000000,1,beef,0.405100,True
chicken + nutty,chicken,chem,0,1.000000,2,pork,0.339700,True
chicken + nutty,chicken,chem,0,1.000000,3,cream_of_chicken_soup,0.310700,False
chicken + nutty,chicken,chem,0,1.000000,4,buffalo_wing_sauce,0.288200,False
chicken + nutty,chicken,chem,0,1.000000,5,peanut,0.282100,True
chicken + nutty,chicken,chem,30,0.866025,1,scallion,0.372400,True
chicken + nutty,chicken,chem,30,0.866025,2,beef,0.353300,True
chicken + nutty,chicken,chem,30,0.866025,3,peanut,0.351300,True
chicken + nutty,chicken,chem,30,0.866025,4,pork,0.343100,True
chicken + nutty,chicken,chem,30,0.866025,5,bok_choy,0.336300,True
chicken + nutty,chicken,chem,60,0.500000,1,wood_ear_mushroom,0.463100,True
chicken + nutty,chicken,chem,60,0.500000,2,scallion,0.462300,True
chicken + nutty,chicken,chem,60,0.500000,3,bok_choy,0.452700,True
chicken + nutty,chicken,chem,60,0.500000,4,garland_chrysanthemum,0.450100,True
chicken + nutty,chicken,chem,60,0.500000,5,bamboo_shoot,0.443500,True
fish + nutty,fish,cooc,0,1.000000,1,squid,0.355600,True
fish + nutty,fish,cooc,0,1.000000,2,clam,0.355600,True
fish + nutty,fish,cooc,0,1.000000,3,scallop,0.326500,True
fish + nutty,fish,cooc,0,1.000000,4,catfish,0.324900,False
fish + nutty,fish,cooc,0,1.000000,5,soy_sauce,0.321800,False
fish + nutty,fish,cooc,30,0.866025,1,dried_shrimp,0.408900,True
fish + nutty,fish,cooc,30,0.866025,2,shiitake_mushroom,0.395600,True
fish + nutty,fish,cooc,30,0.866025,3,napa_cabbage,0.385400,False
fish + nutty,fish,cooc,30,0.866025,4,squid,0.373100,True
fish + nutty,fish,cooc,30,0.866025,5,garland_chrysanthemum,0.372900,True
